publish_date,title,urL,detail
2025-07-07,Abrysvo▼ (Pfizer RSV vaccine) and Arexvy▼ (GSK RSV vaccine): be alert to a small risk of Guillain-Barré syndrome following vaccination in older adults,https://www.gov.uk/drug-safety-update/abrysvov-pfizer-rsv-vaccine-and-arexvyv-gsk-rsv-vaccine-be-alert-to-a-small-risk-of-guillain-barre-syndrome-following-vaccination-in-older-adults, Example content
2024-04-29,Montelukast: reminder of the risk of neuropsychiatric reactions,https://www.gov.uk/drug-safety-update/montelukast-reminder-of-the-risk-of-neuropsychiatric-reactions
2024-04-29,Letters and medicine recalls sent to healthcare professionals in March 2024,https://www.gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-march-2024
2024-03-27,Letters and medicine recalls sent to healthcare professionals in February 2024,https://www.gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-february-2024
2024-02-20,Codeine linctus (codeine oral solutions): reclassification to prescription-only medicine,https://www.gov.uk/drug-safety-update/codeine-linctus-codeine-oral-solutions-reclassification-to-prescription-only-medicine
2024-02-20,Pseudoephedrine: very rare risk of posterior reversible encephalopathy syndrome (PRES) and reversible cerebral vasoconstriction syndrome (RCVS),https://www.gov.uk/drug-safety-update/pseudoephedrine-very-rare-risk-of-posterior-reversible-encephalopathy-syndrome-pres-and-reversible-cerebral-vasoconstriction-syndrome-rcvs
2024-02-20,Letters and medicine recalls sent to healthcare professionals in January 2024,https://www.gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-january-2024
2024-01-22,"Valproate (Belvo, Convulex, Depakote, Dyzantil, Epilim, Epilim Chrono or Chronosphere, Episenta, Epival, and Syonell▼): new safety and educational materials to support regulatory measures in men and women under 55 years of age",https://www.gov.uk/drug-safety-update/valproate-belvo-convulex-depakote-dyzantil-epilim-epilim-chrono-or-chronosphere-episenta-epival-and-syonellv-new-safety-and-educational-materials-to-support-regulatory-measures-in-men-and-women-under-55-years-of-age
2024-01-22,Fluoroquinolone antibiotics: must now only be prescribed when other commonly recommended antibiotics are inappropriate,https://www.gov.uk/drug-safety-update/fluoroquinolone-antibiotics-must-now-only-be-prescribed-when-other-commonly-recommended-antibiotics-are-inappropriate
2024-01-22,Omega-3-acid ethyl ester medicines (Omacor/Teromeg 1000mg capsules): dose-dependent increased risk of atrial fibrillation in patients with established cardiovascular diseases or cardiovascular risk factors,https://www.gov.uk/drug-safety-update/omega-3-acid-ethyl-ester-medicines-omacor-slash-teromeg-1000mg-capsules-dose-dependent-increased-risk-of-atrial-fibrillation-in-patients-with-established-cardiovascular-diseases-or-cardiovascular-risk-factors
2024-01-22,Letters and medicine recalls sent to healthcare professionals in December 2023,https://www.gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-december-2023
2023-12-18,Aripiprazole (Abilify and generic brands): risk of pathological gambling,https://www.gov.uk/drug-safety-update/aripiprazole-abilify-and-generic-brands-risk-of-pathological-gambling
2023-12-18,"Vitamin B12 (hydroxocobalamin, cyanocobalamin): advise patients with known cobalt allergy to be vigilant for sensitivity reactions",https://www.gov.uk/drug-safety-update/vitamin-b12-hydroxocobalamin-cyanocobalamin-advise-patients-with-known-cobalt-allergy-to-be-vigilant-for-sensitivity-reactions
2023-12-18,Letters and medicine recalls sent to healthcare professionals in November 2023,https://www.gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-november-2023
2023-11-23,Ozempic▼(semaglutide) and Saxenda (liraglutide): vigilance required due to potentially harmful falsified products,https://www.gov.uk/drug-safety-update/ozempicv-semaglutide-and-saxenda-liraglutide-vigilance-required-due-to-potentially-harmful-falsified-products
2023-11-23,"Nirmatrelvir, ritonavir (Paxlovid▼): be alert to the risk of drug interactions with ritonavir",https://www.gov.uk/drug-safety-update/nirmatrelvir-ritonavir-paxlovidv-be-alert-to-the-risk-of-drug-interactions-with-ritonavir
2023-11-23,E-cigarette use or vaping: reminder to remain vigilant for suspected adverse reactions and safety concerns and report them to the Yellow Card scheme,https://www.gov.uk/drug-safety-update/e-cigarette-use-or-vaping-reminder-to-remain-vigilant-for-suspected-adverse-reactions-and-safety-concerns-and-report-them-to-the-yellow-card-scheme
2023-11-23,Letters and medicine recalls sent to healthcare professionals in October 2023,https://www.gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-october-2023
2023-10-31,"Isotretinoin (Roaccutane▼): introduction of new safety measures, including additional oversight of the initiation of treatment for patients under 18 years of age",https://www.gov.uk/drug-safety-update/isotretinoin-roaccutanev-introduction-of-new-safety-measures-including-additional-oversight-of-the-initiation-of-treatment-for-patients-under-18-years-of-age
2023-10-31,MedSafetyWeek November 2023: your Yellow Card report helps to improve patient safety,https://www.gov.uk/drug-safety-update/medsafetyweek-november-2023-your-yellow-card-report-helps-to-improve-patient-safety
